event_title,event_id,event_type,event_start,event_end,exp_attendance,exp_participants,event_host,event_url,event_address,lat,long
Pacific Beach Tuesday Farmers' Market,50491,FARMERS,2018-09-11 14:00,2018-09-11 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,51153,FESTIVAL,2018-09-11 11:00,2018-09-11 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,51152,FESTIVAL,2018-09-10 11:00,2018-09-10 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
TCT Art Exhibition,50750,ATHLETIC,2018-09-09 12:00,2018-09-09 17:00,100,15,Falun Dafa Assocation San Diego Branch,,1549 El Prado,32.7324829,-117.149225
Daily Food Trucks,51151,FESTIVAL,2018-09-09 11:00,2018-09-09 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Sunday Artisan Market,50572,FARMERS,2018-09-09 10:00,2018-09-09 15:00,3000,20,Gaslamp Quarter Association,www.gaslamp.org,5th Avenue & Market Street,32.7313918,-117.1602848
2018 Hillcrest Farmers' Market (Sundays),49937,FARMERS,2018-09-09 9:00,2018-09-09 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50394,FARMERS,2018-09-09 9:00,2018-09-09 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
Fiesta Island Time Trial Series,50454,ATHLETIC,2018-09-09 7:00,2018-09-09 9:00,120,20,San Diego Bicycle Club,www.sdbc.org/fiesta-island-time-trial,1400 Fiesta Island Road,32.78888433,-117.2136896
The Aloha Run,51246,ATHLETIC,2018-09-09 6:15,2018-09-09 10:30,2000,200,Beyond Events,www.thealoharun.com,1740 East Mission Bay Drive,32.77676793,-117.2097387
Ray at Night (2nd Saturday Each Month),50139,FARMERS,2018-09-08 18:00,2018-09-08 22:00,500,40,North Park for the Arts,www.northparkarts.org,Ray Street & University Avenue,32.7447533,-117.1292257
Daily Food Trucks,51007,FESTIVAL,2018-09-08 11:00,2018-09-08 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Reader Burgers and Beer 2018,50599,FESTIVAL,2018-09-08 10:00,2018-09-08 16:00,2500,200,San Diego Reader,www.readerburgersandbeer.com,2590 Golden Hill Drive,32.7207241,-117.1416563
Old Town Artisan's Market,50393,FARMERS,2018-09-08 9:00,2018-09-08 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
City Heights Farmer's Market (Every Saturday),50114,FARMERS,2018-09-08 9:00,2018-09-08 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
The Mercato Little Italy's Farmers' Market,50012,FARMERS,2018-09-08 8:00,2018-09-08 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
OMBAC Volleyball Tournament,50884,ATHLETIC,2018-09-08 7:00,2018-09-08 19:00,600,30,Old Mission Beach Athletic Club (OMBAC),www.ombac.org,1100 West Mission Bay Drive,32.77017673,-117.2450994
Epic Series Battle of the Badges,50816,ATHLETIC,2018-09-08 7:00,2018-09-08 20:00,1000,100,Epic Series,,1590 East Mission Bay Drive,32.77581408,-117.2094361
San Diego Triathlon Classic,51271,ATHLETIC,2018-09-08 5:00,2018-09-08 12:30,1200,100,Moment Sporting Events,www.sandiegotriathlonclassic.com,2455 Cushing Road,32.73487869,-117.2139081
Food Truck Fridays,50672,FARMERS,2018-09-07 16:00,2018-09-07 20:00,2000,60,Parks & Recreation,www.balboapark.org,1450 El Prado,32.73166119,-117.151809
Daily Food Trucks,51006,FESTIVAL,2018-09-07 11:00,2018-09-07 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
North Park Thursday Market,50062,FARMERS,2018-09-06 15:00,2018-09-06 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Daily Food Trucks,51005,FESTIVAL,2018-09-06 11:00,2018-09-06 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Ocean Beach Certified Farmer's Market (Wednesdays),50196,FARMERS,2018-09-05 16:00,2018-09-05 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Daily Food Trucks,51004,FESTIVAL,2018-09-05 11:00,2018-09-05 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Curbside Bites Food Truck Markets - Downtown Lunch,49817,FARMERS,2018-09-05 11:00,2018-09-05 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Little Italy's Wednesday Farmers Market,50914,FARMERS,2018-09-05 9:00,2018-09-05 13:00,1200,80,Little Italy Association of San Diego,www.littleitalymercato.com,Date & State Streets,,
Pacific Beach Tuesday Farmers' Market,50490,FARMERS,2018-09-04 14:00,2018-09-04 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,51003,FESTIVAL,2018-09-04 11:00,2018-09-04 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,51002,FESTIVAL,2018-09-03 11:00,2018-09-03 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,51001,FESTIVAL,2018-09-02 11:00,2018-09-02 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Sunday Artisan Market,50571,FARMERS,2018-09-02 10:00,2018-09-02 15:00,3000,20,Gaslamp Quarter Association,www.gaslamp.org,5th Avenue & Market Street,32.7313918,-117.1602848
2018 Hillcrest Farmers' Market (Sundays),49936,FARMERS,2018-09-02 9:00,2018-09-02 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50392,FARMERS,2018-09-02 9:00,2018-09-02 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
20th Annual Labor Day Stickball Tournament (2 Day),50809,ATHLETIC,2018-09-02 8:00,2018-09-02 17:00,40,,Little Italy Association,www.sandiegostickball.com,Colubia & Date Streets,,
5th Annual Firefighter Home Brew Contest,51245,FESTIVAL,2018-09-01 15:30,2018-09-01 20:30,400,50,Bomberos de San Diego,www.bomberosdesandiego.org,1572 Columbia Street,32.7217058,-117.1676975
Daily Food Trucks,51000,FESTIVAL,2018-09-01 11:00,2018-09-01 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
2018 Sunset Cliffs Street Fair,51266,FESTIVAL,2018-09-01 10:00,2018-09-01 18:00,1000,200,The Garbage Beach Surf Club,,4700 Point Loma Avenue,32.7352338,-117.253144
City Heights Farmer's Market (Every Saturday),50113,FARMERS,2018-09-01 9:00,2018-09-01 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Old Town Artisan's Market,50391,FARMERS,2018-09-01 9:00,2018-09-01 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
20th Annual Labor Day Stickball Tournament (2 Day),50808,ATHLETIC,2018-09-01 8:00,2018-09-01 17:00,40,,Little Italy Association,www.sandiegostickball.com,Colubia & Date Streets,,
The Mercato Little Italy's Farmers' Market,50011,FARMERS,2018-09-01 8:00,2018-09-01 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
54th Annual Balboa Park 4-Miler Cross Country Race,50857,ATHLETIC,2018-09-01 7:30,2018-09-01 9:00,250,25,San Diego Track Club,,Quince Street & 6th Avenue,32.7366031,-117.1626567
Food Truck Fridays,50671,FARMERS,2018-08-31 16:00,2018-08-31 20:00,2000,60,Parks & Recreation,www.balboapark.org,1450 El Prado,32.73166119,-117.151809
Daily Food Trucks,51142,FESTIVAL,2018-08-31 11:00,2018-08-31 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Screen on the Green,50547,FESTIVAL,2018-08-30 20:00,2018-08-30 22:00,500,30,San Diego Museum of Art,www.sdmart.org,1549 El Prado,32.7324829,-117.149225
North Park Thursday Market,50061,FARMERS,2018-08-30 15:00,2018-08-30 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Daily Food Trucks,51141,FESTIVAL,2018-08-30 11:00,2018-08-30 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Taste at the Cove,50934,FESTIVAL,2018-08-29 17:00,2018-08-29 21:00,1000,100,San Diego Sports Medicine Foundation,www.tasteatthecove.com,1180 Coast Blvd,32.8499943,-117.2722359
Ocean Beach Certified Farmer's Market (Wednesdays),50195,FARMERS,2018-08-29 16:00,2018-08-29 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49816,FARMERS,2018-08-29 11:00,2018-08-29 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Daily Food Trucks,50997,FESTIVAL,2018-08-29 11:00,2018-08-29 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Little Italy's Wednesday Farmers Market,50913,FARMERS,2018-08-29 9:00,2018-08-29 13:00,1200,80,Little Italy Association of San Diego,www.littleitalymercato.com,Date & State Streets,,
Pacific Beach Tuesday Farmers' Market,50489,FARMERS,2018-08-28 14:00,2018-08-28 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,50996,FESTIVAL,2018-08-28 11:00,2018-08-28 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50995,FESTIVAL,2018-08-27 11:00,2018-08-27 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50994,FESTIVAL,2018-08-26 11:00,2018-08-26 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Sunday Artisan Market,50570,FARMERS,2018-08-26 10:00,2018-08-26 15:00,3000,20,Gaslamp Quarter Association,www.gaslamp.org,5th Avenue & Market Street,32.7313918,-117.1602848
2018 Hillcrest Farmers' Market (Sundays),49935,FARMERS,2018-08-26 9:00,2018-08-26 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50390,FARMERS,2018-08-26 9:00,2018-08-26 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
11th Annual Bike The Bay,50859,ATHLETIC,2018-08-26 7:00,2018-08-26 13:00,3500,200,San Diego County Bicycle Coalition,www.bikethebay.net,200 Marina Park Way,32.70521117,-117.1641381
End of Summer 4-Mile Run/Walk,50751,ATHLETIC,2018-08-26 7:00,2018-08-26 10:00,1600,60,Clairemont Hills Kiwanis Foundation,www.kathyloperevents.com,Prospect Street & Fay Avenue,33.7734882,-117.8183655
PostSecret Pop Up,51237,EXHIBITS,2018-08-25 13:30,2018-08-25 15:30,80/day,,San Diego Museum of Man,,1350 El Prado,32.73165866,-117.1522116
US Bank East Village Pet Adoption,51244,FESTIVAL,2018-08-25 13:00,2018-08-25 15:00,50,10,US Bank,,801 Market Street,,
Daily Food Trucks,50993,FESTIVAL,2018-08-25 11:00,2018-08-25 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
2nd Annual La Vuelta Summer Festival,50805,FESTIVAL,2018-08-25 10:00,2018-08-25 18:00,2000,150,Logan Avenue Consortium,www.loganavenueconsortium.com,Logan & Evans Street,,
San Diego Festival of Books,51276,FESTIVAL,2018-08-25 10:00,2018-08-25 17:00,1000,500,San Diego Union Tribune,,2640 Historic Decatur Road,32.7377119,-117.2137579
City Heights Farmer's Market (Every Saturday),50112,FARMERS,2018-08-25 9:00,2018-08-25 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Old Town Artisan's Market,50389,FARMERS,2018-08-25 9:00,2018-08-25 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
The Mercato Little Italy's Farmers' Market,50010,FARMERS,2018-08-25 8:00,2018-08-25 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
Food Truck Fridays,50670,FARMERS,2018-08-24 16:00,2018-08-24 20:00,2000,60,Parks & Recreation,www.balboapark.org,1450 El Prado,32.73166119,-117.151809
Daily Food Trucks,50992,FESTIVAL,2018-08-24 11:00,2018-08-24 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Screen on the Green,50546,FESTIVAL,2018-08-23 20:00,2018-08-23 22:00,500,30,San Diego Museum of Art,www.sdmart.org,1549 El Prado,32.7324829,-117.149225
North Park Thursday Market,50060,FARMERS,2018-08-23 15:00,2018-08-23 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Daily Food Trucks,50991,FESTIVAL,2018-08-23 11:00,2018-08-23 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Ocean Beach Certified Farmer's Market (Wednesdays),50194,FARMERS,2018-08-22 16:00,2018-08-22 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Daily Food Trucks,50990,FESTIVAL,2018-08-22 11:00,2018-08-22 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Curbside Bites Food Truck Markets - Downtown Lunch,49815,FARMERS,2018-08-22 11:00,2018-08-22 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Little Italy's Wednesday Farmers Market,50912,FARMERS,2018-08-22 9:00,2018-08-22 13:00,1200,80,Little Italy Association of San Diego,www.littleitalymercato.com,Date & State Streets,,
Pacific Beach Tuesday Farmers' Market,50488,FARMERS,2018-08-21 14:00,2018-08-21 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,50989,FESTIVAL,2018-08-21 11:00,2018-08-21 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50988,FESTIVAL,2018-08-20 11:00,2018-08-20 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50987,FESTIVAL,2018-08-19 11:00,2018-08-19 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Sunday Artisan Market,50569,FARMERS,2018-08-19 10:00,2018-08-19 15:00,3000,20,Gaslamp Quarter Association,www.gaslamp.org,5th Avenue & Market Street,32.7313918,-117.1602848
2018 Hillcrest Farmers' Market (Sundays),49934,FARMERS,2018-08-19 9:00,2018-08-19 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50388,FARMERS,2018-08-19 9:00,2018-08-19 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
41st America's Finest City Half Marathon & 5K,50514,ATHLETIC,2018-08-19 4:30,2018-08-19 11:00,10000,200,Cabrillo National Monument Foundation,www.afchalf.com,1800 Cabrillo Memorial Dr,32.6748855,-117.2395271
NPCA Bird Park Concert Series,50743,CONCERTS,2018-08-18 16:30,2018-08-18 20:00,950,25,North Park Community Association,www.northparksd.org,2705 Upas St,32.7408744,-117.1301472
Hillcrest Car Show,50150,FESTIVAL,2018-08-18 14:00,2018-08-18 18:00,250,20,Hillcrest Business Association,www.fabuloushillcrest.com,Normal & Harvey Milk Streets,32.7521124,-117.1481502
Daily Food Trucks,51129,FESTIVAL,2018-08-18 11:00,2018-08-18 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Old Town Artisan's Market,50387,FARMERS,2018-08-18 9:00,2018-08-18 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
City Heights Farmer's Market (Every Saturday),50111,FARMERS,2018-08-18 9:00,2018-08-18 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
The Mercato Little Italy's Farmers' Market,50009,FARMERS,2018-08-18 8:00,2018-08-18 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
Point Loma Summer Concerts (Series),50822,CONCERTS,2018-08-17 17:30,2018-08-17 20:30,3000,50,Point Loma Summer Concerts,www.plconcerts.org,1049 Catalina Blvd,32.7254294,-117.2447318
Food Truck Fridays,50669,FARMERS,2018-08-17 16:00,2018-08-17 20:00,2000,60,Parks & Recreation,www.balboapark.org,1450 El Prado,32.73166119,-117.151809
Daily Food Trucks,51128,FESTIVAL,2018-08-17 11:00,2018-08-17 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Screen on the Green,50545,FESTIVAL,2018-08-16 20:00,2018-08-16 22:00,500,30,San Diego Museum of Art,www.sdmart.org,1549 El Prado,32.7324829,-117.149225
North Park Thursday Market,50059,FARMERS,2018-08-16 15:00,2018-08-16 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
Daily Food Trucks,50984,FESTIVAL,2018-08-16 11:00,2018-08-16 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Ocean Beach Certified Farmer's Market (Wednesdays),50193,FARMERS,2018-08-15 16:00,2018-08-15 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Curbside Bites Food Truck Markets - Downtown Lunch,49814,FARMERS,2018-08-15 11:00,2018-08-15 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Daily Food Trucks,50983,FESTIVAL,2018-08-15 11:00,2018-08-15 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Little Italy's Wednesday Farmers Market,50911,FARMERS,2018-08-15 9:00,2018-08-15 13:00,1200,80,Little Italy Association of San Diego,www.littleitalymercato.com,Date & State Streets,,
Pacific Beach Tuesday Farmers' Market,50487,FARMERS,2018-08-14 14:00,2018-08-14 19:00,800,60,Discover PB,www.pacificbeachmarket.com,Bayard Street & Grand Avenue,32.7999983,-117.254587
Daily Food Trucks,50982,FESTIVAL,2018-08-14 11:00,2018-08-14 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Daily Food Trucks,50981,FESTIVAL,2018-08-13 11:00,2018-08-13 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
TCT Art Exhibition,50749,EXHIBITS,2018-08-12 12:00,2018-08-12 17:00,100,15,Falun Dafa Assocation San Diego Branch,,1549 El Prado,32.7324829,-117.149225
Hillcrest CityFest,50633,FESTIVAL,2018-08-12 11:00,2018-08-12 23:30,100000,300,Hillcrest Business Association,www.fabuloushillcrest.com/events/hillcrest-cityfest/,5th & University Avenues,32.7482624,-117.1604481
33rd Philippine Cultural Arts Festival,50629,FESTIVAL,2018-08-12 11:00,2018-08-12 17:00,2000,200,Samahan Philippine Dance Company,,Park Boulevard & Presidents Way,32.7255716,-117.1505275
Daily Food Trucks,50980,FESTIVAL,2018-08-12 11:00,2018-08-12 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
6th Annual North PB Sip N Stroll,50860,FESTIVAL,2018-08-12 11:00,2018-08-12 17:00,2000,50,Spangler Event Productions,www.sipnstrollpb.com,Cass & Loring Streets,32.7988279,-117.2529843
Sunday Artisan Market,50568,FARMERS,2018-08-12 10:00,2018-08-12 15:00,3000,20,Gaslamp Quarter Association,www.gaslamp.org,5th Avenue & Market Street,32.7313918,-117.1602848
2018 Hillcrest Farmers' Market (Sundays),49933,FARMERS,2018-08-12 9:00,2018-08-12 14:00,2000,400,Hillcrest Business Association,www.hillcrestfarmersmarket.com,3690 Normal Street,32.7485423,-117.149901
Old Town Artisan's Market,50386,FARMERS,2018-08-12 9:00,2018-08-12 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
Spirit of '45,50793,FESTIVAL,2018-08-12 9:00,2018-08-12 16:00,700,50,Veteran's Museum Balboa Park,,2115 Park Blvd,32.7257478,-117.148764
Chula Vista Challenge Triathlon,50655,ATHLETIC,2018-08-12 6:00,2018-08-12 12:00,1000,100,KOZ Events,www.chulavistachallenge.com,999 Bayside Pkwy Chula Vista CA,32.6278134,-117.1067542
Ray at Night (2nd Saturday Each Month),50138,FARMERS,2018-08-11 18:00,2018-08-11 22:00,500,40,North Park for the Arts,www.northparkarts.org,Ray Street & University Avenue,32.7447533,-117.1292257
33rd Philippine Cultural Arts Festival,50628,FESTIVAL,2018-08-11 11:00,2018-08-11 17:00,2000,200,Samahan Philippine Dance Company,,Park Boulevard & Presidents Way,32.7255716,-117.1505275
4th Annual Diamond Street Festival,51242,FESTIVAL,2018-08-11 11:00,2018-08-11 18:00,6000,800,Diamond Business Association Inc,www.diamondstreetfestival.com,63rd Street & Imperial Avenue,,
Daily Food Trucks,50979,FESTIVAL,2018-08-11 11:00,2018-08-11 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Old Town Artisan's Market,50385,FARMERS,2018-08-11 9:00,2018-08-11 16:30,1000,100,Old Town San Diego Chamber of Commerce,,Harney Street & San Diego Avenue,32.7527792,-117.1949018
City Heights Farmer's Market (Every Saturday),50110,FARMERS,2018-08-11 9:00,2018-08-11 13:00,500,100,San Diego County Farm Bureau,www.sdfarmbureau.org,Wightman & 43rd Streets,32.7477532,-117.0999832
Ocean Beach Town Council Craft Fair,50794,FARMERS,2018-08-11 9:00,2018-08-11 16:00,150,50,Ocean Beach Town Council,www.obtowncouncil.org,1900 Ocean Front Street,32.9646989,-117.2678836
The Mercato Little Italy's Farmers' Market,50008,FARMERS,2018-08-11 8:00,2018-08-11 14:00,1500,400,Little Italy Association of San Diego,www.littleitalymercato.com,Cedar & Front Streets,32.7219778,-117.1615697
Point Loma Summer Concerts (Series),50821,CONCERTS,2018-08-10 17:30,2018-08-10 20:30,3000,50,Point Loma Summer Concerts,www.plconcerts.org,1049 Catalina Blvd,32.7254294,-117.2447318
Food Truck Fridays,50668,FARMERS,2018-08-10 16:00,2018-08-10 20:00,2000,60,Parks & Recreation,www.balboapark.org,1450 El Prado,32.73166119,-117.151809
Daily Food Trucks,50978,FESTIVAL,2018-08-10 11:00,2018-08-10 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Screen on the Green,50544,FESTIVAL,2018-08-09 20:00,2018-08-09 22:00,500,30,San Diego Museum of Art,www.sdmart.org,1549 El Prado,32.7324829,-117.149225
North Park Thursday Market,50058,FARMERS,2018-08-09 15:00,2018-08-09 19:30,900,70,North Park Main Street,www.northparkmarket.com,North Park Way & Granada Avenue,32.7474103,-117.1266214
PostSecret Pop Up,51236,EXHIBITS,2018-08-09 13:30,2018-08-09 15:30,80/day,,San Diego Museum of Man,,1350 El Prado,32.73165866,-117.1522116
Daily Food Trucks,50977,FESTIVAL,2018-08-09 11:00,2018-08-09 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Ocean Beach Certified Farmer's Market (Wednesdays),50192,FARMERS,2018-08-08 16:00,2018-08-08 20:00,1200,60,Ocean Beach Merchant's Association,www.oceanbeachsandiego.com,Newport Avenue & Bacon Street,32.7431327,-117.2449981
Daily Food Trucks,50976,FESTIVAL,2018-08-08 11:00,2018-08-08 16:00,,,Parks & Rec & Balboa Park Conservancy,www.balboaparkconservancy.org/project/daily-food-trucks-park/,Village Place and Old Globe Way,32.7328019,-117.147906
Curbside Bites Food Truck Markets - Downtown Lunch,49813,FARMERS,2018-08-08 11:00,2018-08-08 14:00,300,30,Curbside Bites,www.curbsidebites.com,B & India Streets,32.715738,-117.1610838
Little Italy's Wednesday Farmers Market,50910,FARMERS,2018-08-08 9:00,2018-08-08 13:00,1200,80,Little Italy Association of San Diego,www.littleitalymercato.com,Date & State Streets,,
